time,P,
20110414:0200,0,
20110414:0300,0,
20110414:0400,0,
20110414:0500,0,
20110414:0600,0,
20110414:0700,0,
20110414:0800,0,
20110414:0900,0,
20110414:1000,0,
20110414:1100,11.02,
20110414:1200,20.28,
20110414:1300,210.64,
20110414:1400,381.61,
20110414:1500,351.8,
20110414:1600,556.09,
20110414:1700,764.89,
20110414:1800,392.45,
20110414:1900,439.48,
20110414:2000,296.46,
20110414:2100,360.87,
20110414:2200,101.3,
20110414:2300,0,
20110415:0000,0,
20110415:0100,0,
20110415:0200,0,
20110415:0300,0,
20110415:0400,0,
20110415:0500,0,
20110415:0600,0,
20110415:0700,0,
20110415:0800,0,
20110415:0900,0,
20110415:1000,0,
20110415:1100,17.04,
20110415:1200,58,
20110415:1300,147.46,
20110415:1400,337.79,
20110415:1500,649.17,
20110415:1600,530.78,
20110415:1700,491.33,
20110415:1800,534.63,
20110415:1900,365.54,
20110415:2000,29.59,
20110415:2100,2.7,
20110415:2200,0,
20110415:2300,0,
20110416:0000,0,
20110416:0100,0,
20110416:0200,0,
20110416:0300,0,
20110416:0400,0,
20110416:0500,0,
20110416:0600,0,
20110416:0700,0,
20110416:0800,0,
20110416:0900,0,
20110416:1000,0,
20110416:1100,0,
20110416:1200,103.29,
20110416:1300,169.99,
20110416:1400,290.43,
20110416:1500,404.9,
20110416:1600,378.72,
20110416:1700,569.51,
20110416:1800,308.73,
20110416:1900,266.33,
20110416:2000,418.04,
20110416:2100,210.5,
20110416:2200,45.45,
20110416:2300,0,
20110417:0000,0,
20110417:0100,0,
20110417:0200,0,
20110417:0300,0,
20110417:0400,0,
20110417:0500,0,
20110417:0600,0,
20110417:0700,0,
20110417:0800,0,
20110417:0900,0,
20110417:1000,0,
20110417:1100,34.97,
20110417:1200,127.17,
20110417:1300,272.08,
20110417:1400,468.74,
20110417:1500,509.23,
20110417:1600,529.42,
20110417:1700,579.43,
20110417:1800,432.78,
20110417:1900,290.88,
20110417:2000,368.9,
20110417:2100,142.87,
20110417:2200,0,
20110417:2300,0,
20110418:0000,0,
20110418:0100,0,
20110418:0200,0,
20110418:0300,0,
20110418:0400,0,
20110418:0500,0,
20110418:0600,0,
20110418:0700,0,
20110418:0800,0,
20110418:0900,0,
20110418:1000,0,
20110418:1100,11.07,
20110418:1200,137.3,
20110418:1300,277.48,
20110418:1400,244.58,
20110418:1500,219.04,
20110418:1600,380.67,
20110418:1700,474.48,
20110418:1800,267.89,
20110418:1900,350.84,
20110418:2000,216.08,
20110418:2100,2.15,
20110418:2200,11.62,
20110418:2300,0,
20110419:0000,0,
20110419:0100,0,
20110419:0200,0,
20110419:0300,0,
20110419:0400,0,
20110419:0500,0,
20110419:0600,0,
20110419:0700,0,
20110419:0800,0,
20110419:0900,0,
20110419:1000,0,
20110419:1100,0,
20110419:1200,96.5,
20110419:1300,173.48,
20110419:1400,240.45,
20110419:1500,402.62,
20110419:1600,332.35,
20110419:1700,151.78,
20110419:1800,160.58,
20110419:1900,334.04,
20110419:2000,108.49,
20110419:2100,238.35,
20110419:2200,105.58,
20110419:2300,0,
20110420:0000,0,
20110420:0100,0,
20110420:0200,0,
20110420:0300,0,
20110420:0400,0,
20110420:0500,0,
20110420:0600,0,
20110420:0700,0,
20110420:0800,0,
20110420:0900,0,
20110420:1000,0,
20110420:1100,11.73,
20110420:1200,83.13,
20110420:1300,144.38,
20110420:1400,229.24,
20110420:1500,346.63,
20110420:1600,376.43,
20110420:1700,358.62,
20110420:1800,141.55,
20110420:1900,391.89,
20110420:2000,148.84,
20110420:2100,45.6,
20110420:2200,47.57,
20110420:2300,0,
20110421:0000,0,
20110421:0100,0,
20110421:0200,0,
20110421:0300,0,
20110421:0400,0,
20110421:0500,0,
20110421:0600,0,
20110421:0700,0,
20110421:0800,0,
20110421:0900,0,
20110421:1000,0,
20110421:1100,29.63,
20110421:1200,99.25,
20110421:1300,239.9,
20110421:1400,112.48,
20110421:1500,236.72,
20110421:1600,308.57,
20110421:1700,131.2,
20110421:1800,280.66,
20110421:1900,152.4,
20110421:2000,140.24,
20110421:2100,138.46,
20110421:2200,42.79,
20110421:2300,0,
20110422:0000,0,
20110422:0100,0,
20110422:0200,0,
20110422:0300,0,
20110422:0400,0,
20110422:0500,0,
20110422:0600,0,
20110422:0700,0,
20110422:0800,0,
20110422:0900,0,
20110422:1000,0,
20110422:1100,34.87,
20110422:1200,113.44,
20110422:1300,163.15,
20110422:1400,200.13,
20110422:1500,228.47,
20110422:1600,228.37,
20110422:1700,364.34,
20110422:1800,542.05,
20110422:1900,191.31,
20110422:2000,394.66,
20110422:2100,127.96,
20110422:2200,27.3,
20110422:2300,0,
20110423:0000,0,
20110423:0100,0,
20110423:0200,0,
20110423:0300,0,
20110423:0400,0,
20110423:0500,0,
20110423:0600,0,
20110423:0700,0,
20110423:0800,0,
20110423:0900,0,
20110423:1000,0,
20110423:1100,34.05,
20110423:1200,89.22,
20110423:1300,256.26,
20110423:1400,353.63,
20110423:1500,438.57,
20110423:1600,423.65,
20110423:1700,498.48,
20110423:1800,450.38,
20110423:1900,108.88,
20110423:2000,118.9,
20110423:2100,129.56,
20110423:2200,27.91,
20110423:2300,0,
20110424:0000,0,
20110424:0100,0,
20110424:0200,0,
20110424:0300,0,
20110424:0400,0,
20110424:0500,0,
20110424:0600,0,
20110424:0700,0,
20110424:0800,0,
20110424:0900,0,
20110424:1000,0,
20110424:1100,34.76,
20110424:1200,63.85,
20110424:1300,213.7,
20110424:1400,266.21,
20110424:1500,227.75,
20110424:1600,337.16,
20110424:1700,426.66,
20110424:1800,255.41,
20110424:1900,429.4,
20110424:2000,373.91,
20110424:2100,121.17,
20110424:2200,24.3,
20110424:2300,0,
20110425:0000,0,
20110425:0100,0,
20110425:0200,0,
20110425:0300,0,
20110425:0400,0,
20110425:0500,0,
20110425:0600,0,
20110425:0700,0,
20110425:0800,0,
20110425:0900,0,
20110425:1000,0,
20110425:1100,35.5,
20110425:1200,111.01,
20110425:1300,324.35,
20110425:1400,395.03,
20110425:1500,642.14,
20110425:1600,189.92,
20110425:1700,311.29,
20110425:1800,418.95,
20110425:1900,528.08,
20110425:2000,139.9,
20110425:2100,340.29,
20110425:2200,92.65,
20110425:2300,0,
20110426:0000,0,
20110426:0100,0,
20110426:0200,0,
20110426:0300,0,
20110426:0400,0,
20110426:0500,0,
20110426:0600,0,
20110426:0700,0,
20110426:0800,0,
20110426:0900,0,
20110426:1000,0,
20110426:1100,40.07,
20110426:1200,116.79,
20110426:1300,323.33,
20110426:1400,507.71,
20110426:1500,644.54,
20110426:1600,578.87,
20110426:1700,651.09,
20110426:1800,549.62,
20110426:1900,486.13,
20110426:2000,455.72,
20110426:2100,286.57,
20110426:2200,73.82,
20110426:2300,0,
20110427:0000,0,
20110427:0100,0,
20110427:0200,0,
20110427:0300,0,
20110427:0400,0,
20110427:0500,0,
20110427:0600,0,
20110427:0700,0,
20110427:0800,0,
20110427:0900,0,
20110427:1000,0,
20110427:1100,35.47,
20110427:1200,117.37,
20110427:1300,325.73,
20110427:1400,510.99,
20110427:1500,646.56,
20110427:1600,733.45,
20110427:1700,767.41,
20110427:1800,547.83,
20110427:1900,549.17,
20110427:2000,549.2,
20110427:2100,94.58,
20110427:2200,20.03,
20110427:2300,0,
20110428:0000,0,
20110428:0100,0,
20110428:0200,0,
20110428:0300,0,
20110428:0400,0,
20110428:0500,0,
20110428:0600,0,
20110428:0700,0,
20110428:0800,0,
20110428:0900,0,
20110428:1000,0,
20110428:1100,40.94,
20110428:1200,141.21,
20110428:1300,200.16,
20110428:1400,387.78,
20110428:1500,503.69,
20110428:1600,559.29,
20110428:1700,522.69,
20110428:1800,496.14,
20110428:1900,347.17,
20110428:2000,222.96,
20110428:2100,139.44,
20110428:2200,25.95,
20110428:2300,0,
20110429:0000,0,
20110429:0100,0,
20110429:0200,0,
20110429:0300,0,
20110429:0400,0,
20110429:0500,0,
20110429:0600,0,
20110429:0700,0,
20110429:0800,0,
20110429:0900,0,
20110429:1000,0,
20110429:1100,36.36,
20110429:1200,136.32,
20110429:1300,323.79,
20110429:1400,501.63,
20110429:1500,629.47,
20110429:1600,712.93,
20110429:1700,607.72,
20110429:1800,322.01,
20110429:1900,518.26,
20110429:2000,444.24,
20110429:2100,12.9,
20110429:2200,19.2,
20110429:2300,0,
20110430:0000,0,
20110430:0100,0,
20110430:0200,0,
20110430:0300,0,
20110430:0400,0,
20110430:0500,0,
20110430:0600,0,
20110430:0700,0,
20110430:0800,0,
20110430:0900,0,
20110430:1000,0,
20110430:1100,36.32,
20110430:1200,119.31,
20110430:1300,226.37,
20110430:1400,296.63,
20110430:1500,521.86,
20110430:1600,723.62,
20110430:1700,749.08,
20110430:1800,723.37,
20110430:1900,552.98,
20110430:2000,537.41,
20110430:2100,225.78,
20110430:2200,75.68,
20110430:2300,0,
20110501:0000,0,
20110501:0100,0,
20110501:0200,0,
20110501:0300,0,
20110501:0400,0,
20110501:0500,0,
20110501:0600,0,
20110501:0700,0,
20110501:0800,0,
20110501:0900,0,
20110501:1000,0,
20110501:1100,22.6,
20110501:1200,76.96,
20110501:1300,179.55,
20110501:1400,385.26,
20110501:1500,454.87,
20110501:1600,281.22,
20110501:1700,456.72,
20110501:1800,488.09,
20110501:1900,540.99,
20110501:2000,535.52,
20110501:2100,77.08,
20110501:2200,24.27,
20110501:2300,0,
20110502:0000,0,
20110502:0100,0,
20110502:0200,0,
20110502:0300,0,
20110502:0400,0,
20110502:0500,0,
20110502:0600,0,
20110502:0700,0,
20110502:0800,0,
20110502:0900,0,
20110502:1000,0,
20110502:1100,0,
20110502:1200,22.1,
20110502:1300,92.2,
20110502:1400,200.35,
20110502:1500,280.77,
20110502:1600,260.82,
20110502:1700,400.54,
20110502:1800,361.8,
20110502:1900,306.71,
20110502:2000,442.34,
20110502:2100,217.52,
20110502:2200,10.38,
20110502:2300,0,
20110503:0000,0,
20110503:0100,0,
20110503:0200,0,
20110503:0300,0,
20110503:0400,0,
20110503:0500,0,
20110503:0600,0,
20110503:0700,0,
20110503:0800,0,
20110503:0900,0,
20110503:1000,0,
20110503:1100,42.08,
20110503:1200,123.26,
20110503:1300,170.03,
20110503:1400,394.09,
20110503:1500,488.94,
20110503:1600,512.78,
20110503:1700,564.89,
20110503:1800,256.57,
20110503:1900,278.44,
20110503:2000,176.28,
20110503:2100,171.26,
20110503:2200,11.75,
20110503:2300,0,
20110504:0000,0,
20110504:0100,0,
20110504:0200,0,
20110504:0300,0,
20110504:0400,0,
20110504:0500,0,
20110504:0600,0,
20110504:0700,0,
20110504:0800,0,
20110504:0900,0,
20110504:1000,0,
20110504:1100,35.41,
20110504:1200,144.12,
20110504:1300,216.91,
20110504:1400,381.33,
20110504:1500,343.99,
20110504:1600,279.24,
20110504:1700,49.31,
20110504:1800,71.66,
20110504:1900,111.87,
20110504:2000,136,
20110504:2100,102.88,
20110504:2200,26.08,
20110504:2300,0,
20110505:0000,0,
20110505:0100,0,
20110505:0200,0,
20110505:0300,0,
20110505:0400,0,
20110505:0500,0,
20110505:0600,0,
20110505:0700,0,
20110505:0800,0,
20110505:0900,0,
20110505:1000,0,
20110505:1100,37,
20110505:1200,138.55,
20110505:1300,259.12,
20110505:1400,503.16,
20110505:1500,639.07,
20110505:1600,718.46,
20110505:1700,575.48,
20110505:1800,291.19,
20110505:1900,655.01,
20110505:2000,20.75,
20110505:2100,351.72,
20110505:2200,0,
20110505:2300,0,
20110506:0000,0,
20110506:0100,0,
20110506:0200,0,
20110506:0300,0,
20110506:0400,0,
20110506:0500,0,
20110506:0600,0,
20110506:0700,0,
20110506:0800,0,
20110506:0900,0,
20110506:1000,0,
20110506:1100,43.97,
20110506:1200,145.93,
20110506:1300,64.02,
20110506:1400,211.07,
20110506:1500,480.74,
20110506:1600,325.85,
20110506:1700,204.87,
20110506:1800,113.29,
20110506:1900,183.85,
20110506:2000,185.74,
20110506:2100,128.25,
20110506:2200,42.28,
20110506:2300,0,
20110507:0000,0,
20110507:0100,0,
20110507:0200,0,
20110507:0300,0,
20110507:0400,0,
20110507:0500,0,
20110507:0600,0,
20110507:0700,0,
20110507:0800,0,
20110507:0900,0,
20110507:1000,0,
20110507:1100,17.74,
20110507:1200,85.5,
20110507:1300,322.67,
20110507:1400,377.9,
20110507:1500,478.31,
20110507:1600,586.22,
20110507:1700,589.22,
20110507:1800,582.42,
20110507:1900,517.97,
20110507:2000,449.34,
20110507:2100,350.31,
20110507:2200,116.88,
20110507:2300,0,
20110508:0000,0,
20110508:0100,0,
20110508:0200,0,
20110508:0300,0,
20110508:0400,0,
20110508:0500,0,
20110508:0600,0,
20110508:0700,0,
20110508:0800,0,
20110508:0900,0,
20110508:1000,0,
20110508:1100,42.71,
20110508:1200,139.25,
20110508:1300,297.33,
20110508:1400,433.82,
20110508:1500,321.2,
20110508:1600,342.34,
20110508:1700,576.25,
20110508:1800,487.45,
20110508:1900,481.63,
20110508:2000,402.36,
20110508:2100,261.71,
20110508:2200,51.78,
20110508:2300,0,
20110509:0000,0,
20110509:0100,0,
20110509:0200,0,
20110509:0300,0,
20110509:0400,0,
20110509:0500,0,
20110509:0600,0,
20110509:0700,0,
20110509:0800,0,
20110509:0900,0,
20110509:1000,0,
20110509:1100,44.57,
20110509:1200,145.43,
20110509:1300,275.27,
20110509:1400,428.87,
20110509:1500,573.85,
20110509:1600,717.42,
20110509:1700,550.91,
20110509:1800,564.76,
20110509:1900,360.57,
20110509:2000,252.75,
20110509:2100,291.73,
20110509:2200,38.7,
20110509:2300,0,
20110510:0000,0,
20110510:0100,0,
20110510:0200,0,
20110510:0300,0,
20110510:0400,0,
20110510:0500,0,
20110510:0600,0,
20110510:0700,0,
20110510:0800,0,
20110510:0900,0,
20110510:1000,0,
20110510:1100,0.79,
20110510:1200,51.4,
20110510:1300,83.26,
20110510:1400,304.65,
20110510:1500,502.53,
20110510:1600,324.63,
20110510:1700,490.55,
20110510:1800,445.26,
20110510:1900,651.54,
20110510:2000,425.68,
20110510:2100,145.01,
20110510:2200,32.19,
20110510:2300,0,
20110511:0000,0,
20110511:0100,0,
20110511:0200,0,
20110511:0300,0,
20110511:0400,0,
20110511:0500,0,
20110511:0600,0,
20110511:0700,0,
20110511:0800,0,
20110511:0900,0,
20110511:1000,0,
20110511:1100,31.19,
20110511:1200,35.35,
20110511:1300,211.59,
20110511:1400,309.84,
20110511:1500,334.79,
20110511:1600,137.78,
20110511:1700,67.22,
20110511:1800,95.23,
20110511:1900,231.86,
20110511:2000,124.28,
20110511:2100,96.54,
20110511:2200,28.75,
20110511:2300,0,
20110512:0000,0,
20110512:0100,0,
20110512:0200,0,
20110512:0300,0,
20110512:0400,0,
20110512:0500,0,
20110512:0600,0,
20110512:0700,0,
20110512:0800,0,
20110512:0900,0,
20110512:1000,0,
20110512:1100,36.56,
20110512:1200,119.63,
20110512:1300,318.37,
20110512:1400,361.36,
20110512:1500,501.35,
20110512:1600,551.4,
20110512:1700,648.43,
20110512:1800,583.42,
20110512:1900,483.58,
20110512:2000,458.76,
20110512:2100,311.96,
20110512:2200,108.71,
20110512:2300,0,
20110513:0000,0,
20110513:0100,0,
20110513:0200,0,
20110513:0300,0,
20110513:0400,0,
20110513:0500,0,
20110513:0600,0,
20110513:0700,0,
20110513:0800,0,
20110513:0900,0,
20110513:1000,0,
20110513:1100,44.98,
20110513:1200,142.76,
20110513:1300,292.32,
20110513:1400,421.29,
20110513:1500,427.66,
20110513:1600,494.19,
20110513:1700,484.31,
20110513:1800,462.7,
20110513:1900,250.12,
20110513:2000,191.2,
20110513:2100,54.49,
20110513:2200,112.66,
20110513:2300,0,
20110514:0000,0,
20110514:0100,0,
20110514:0200,0,
20110514:0300,0,
20110514:0400,0,
20110514:0500,0,
20110514:0600,0,
20110514:0700,0,
20110514:0800,0,
20110514:0900,0,
20110514:1000,0,
20110514:1100,15.58,
20110514:1200,37.33,
20110514:1300,239.91,
20110514:1400,265.8,
20110514:1500,358.5,
20110514:1600,452.21,
20110514:1700,169.75,
20110514:1800,105.33,
20110514:1900,106.47,
20110514:2000,253.93,
20110514:2100,106.15,
20110514:2200,48.2,
20110514:2300,0,
20110515:0000,0,
20110515:0100,0,
20110515:0200,0,
20110515:0300,0,
20110515:0400,0,
20110515:0500,0,
20110515:0600,0,
20110515:0700,0,
20110515:0800,0,
20110515:0900,0,
20110515:1000,0,
20110515:1100,44.01,
20110515:1200,66.23,
20110515:1300,120.29,
20110515:1400,246.06,
20110515:1500,223.12,
20110515:1600,502.98,
20110515:1700,412.13,
20110515:1800,374.92,
20110515:1900,416.31,
20110515:2000,194.25,
20110515:2100,95.27,
20110515:2200,117.74,
20110515:2300,0,
20110516:0000,0,
20110516:0100,0,
20110516:0200,0,
20110516:0300,0,
20110516:0400,0,
20110516:0500,0,
20110516:0600,0,
20110516:0700,0,
20110516:0800,0,
20110516:0900,0,
20110516:1000,0,
20110516:1100,11.61,
20110516:1200,97.85,
20110516:1300,131.86,
20110516:1400,329.83,
20110516:1500,284.75,
20110516:1600,550.89,
20110516:1700,588.66,
20110516:1800,724.27,
20110516:1900,379.21,
20110516:2000,230.1,
20110516:2100,212.23,
20110516:2200,11.93,
20110516:2300,0,
20110517:0000,0,
20110517:0100,0,
20110517:0200,0,
20110517:0300,0,
20110517:0400,0,
20110517:0500,0,
20110517:0600,0,
20110517:0700,0,
20110517:0800,0,
20110517:0900,0,
20110517:1000,0,
20110517:1100,3.7,
20110517:1200,127.53,
20110517:1300,269.58,
20110517:1400,178.68,
20110517:1500,349.08,
20110517:1600,128.76,
20110517:1700,224.5,
20110517:1800,284.14,
20110517:1900,263.49,
20110517:2000,194.15,
20110517:2100,117.02,
20110517:2200,49.07,
20110517:2300,0,
20110518:0000,0,
20110518:0100,0,
20110518:0200,0,
20110518:0300,0,
20110518:0400,0,
20110518:0500,0,
20110518:0600,0,
20110518:0700,0,
20110518:0800,0,
20110518:0900,0,
20110518:1000,0,
20110518:1100,12.95,
20110518:1200,123.82,
20110518:1300,292.41,
20110518:1400,347.13,
20110518:1500,422.94,
20110518:1600,347.39,
20110518:1700,483.64,
20110518:1800,303.01,
20110518:1900,11.68,
20110518:2000,79.1,
20110518:2100,1.28,
20110518:2200,2.75,
20110518:2300,0,
20110519:0000,0,
20110519:0100,0,
20110519:0200,0,
20110519:0300,0,
20110519:0400,0,
20110519:0500,0,
20110519:0600,0,
20110519:0700,0,
20110519:0800,0,
20110519:0900,0,
20110519:1000,0,
20110519:1100,36.85,
20110519:1200,119.78,
20110519:1300,180.72,
20110519:1400,153.37,
20110519:1500,100.44,
20110519:1600,302.16,
20110519:1700,336.13,
20110519:1800,337.83,
20110519:1900,356.41,
20110519:2000,301.28,
20110519:2100,353.55,
20110519:2200,122.69,
20110519:2300,0,
20110520:0000,0,
20110520:0100,0,
20110520:0200,0,
20110520:0300,0,
20110520:0400,0,
20110520:0500,0,
20110520:0600,0,
20110520:0700,0,
20110520:0800,0,
20110520:0900,0,
20110520:1000,0,
20110520:1100,28.04,
20110520:1200,74.41,
20110520:1300,258.93,
20110520:1400,126.8,
20110520:1500,169.6,
20110520:1600,705.04,
20110520:1700,562.61,
20110520:1800,369.13,
20110520:1900,495.96,
20110520:2000,29.62,
20110520:2100,61.96,
20110520:2200,38.67,
20110520:2300,0,
20110521:0000,0,
20110521:0100,0,
20110521:0200,0,
20110521:0300,0,
20110521:0400,0,
20110521:0500,0,
20110521:0600,0,
20110521:0700,0,
20110521:0800,0,
20110521:0900,0,
20110521:1000,0,
20110521:1100,9.72,
20110521:1200,69.69,
20110521:1300,59.61,
20110521:1400,76.22,
20110521:1500,230.22,
20110521:1600,302.99,
20110521:1700,287.32,
20110521:1800,217.44,
20110521:1900,169.25,
20110521:2000,239.48,
20110521:2100,107.21,
20110521:2200,49.26,
20110521:2300,0,
20110522:0000,0,
20110522:0100,0,
20110522:0200,0,
20110522:0300,0,
20110522:0400,0,
20110522:0500,0,
20110522:0600,0,
20110522:0700,0,
20110522:0800,0,
20110522:0900,0,
20110522:1000,0,
20110522:1100,37.57,
20110522:1200,133.69,
20110522:1300,316.63,
20110522:1400,489.63,
20110522:1500,617.3,
20110522:1600,532.26,
20110522:1700,601.52,
20110522:1800,545.72,
20110522:1900,650.88,
20110522:2000,529.66,
20110522:2100,350.71,
20110522:2200,123.49,
20110522:2300,0,
20110523:0000,0,
20110523:0100,0,
20110523:0200,0,
20110523:0300,0,
20110523:0400,0,
20110523:0500,0,
20110523:0600,0,
20110523:0700,0,
20110523:0800,0,
20110523:0900,0,
20110523:1000,0,
20110523:1100,35.96,
20110523:1200,118.73,
20110523:1300,315.53,
20110523:1400,391.73,
20110523:1500,451.17,
20110523:1600,704.46,
20110523:1700,556.74,
20110523:1800,617.49,
20110523:1900,393.98,
20110523:2000,328.62,
20110523:2100,352.99,
20110523:2200,125.62,
20110523:2300,0,
20110524:0000,0,
20110524:0100,0,
20110524:0200,0,
20110524:0300,0,
20110524:0400,0,
20110524:0500,0,
20110524:0600,0,
20110524:0700,0,
20110524:0800,0,
20110524:0900,0,
20110524:1000,0,
20110524:1100,36.09,
20110524:1200,62.66,
20110524:1300,86.74,
20110524:1400,383.73,
20110524:1500,410.06,
20110524:1600,576.58,
20110524:1700,577.41,
20110524:1800,446.31,
20110524:1900,429.52,
20110524:2000,371.77,
20110524:2100,2.21,
20110524:2200,11.8,
20110524:2300,0,
20110525:0000,0,
20110525:0100,0,
20110525:0200,0,
20110525:0300,0,
20110525:0400,0,
20110525:0500,0,
20110525:0600,0,
20110525:0700,0,
20110525:0800,0,
20110525:0900,0,
20110525:1000,0,
20110525:1100,41.66,
20110525:1200,46.07,
20110525:1300,268.55,
20110525:1400,420.47,
20110525:1500,531.76,
20110525:1600,550.43,
20110525:1700,622.08,
20110525:1800,507.82,
20110525:1900,473.09,
20110525:2000,484.87,
20110525:2100,329.98,
20110525:2200,129.74,
20110525:2300,0,
20110526:0000,0,
20110526:0100,0,
20110526:0200,0,
20110526:0300,0,
20110526:0400,0,
20110526:0500,0,
20110526:0600,0,
20110526:0700,0,
20110526:0800,0,
20110526:0900,0,
20110526:1000,0,
20110526:1100,36.12,
20110526:1200,134.43,
20110526:1300,289.52,
20110526:1400,303.46,
20110526:1500,426.75,
20110526:1600,530.68,
20110526:1700,516.65,
20110526:1800,537.64,
20110526:1900,385.87,
20110526:2000,289.34,
20110526:2100,76.12,
20110526:2200,17.4,
20110526:2300,0,
20110527:0000,0,
20110527:0100,0,
20110527:0200,0,
20110527:0300,0,
20110527:0400,0,
20110527:0500,0,
20110527:0600,0,
20110527:0700,0,
20110527:0800,0,
20110527:0900,0,
20110527:1000,0,
20110527:1100,42.36,
20110527:1200,133.05,
20110527:1300,268.67,
20110527:1400,489.49,
20110527:1500,331.88,
20110527:1600,703.53,
20110527:1700,738.62,
20110527:1800,723.03,
20110527:1900,654.64,
20110527:2000,532.98,
20110527:2100,356.12,
20110527:2200,129.19,
20110527:2300,0,
20110528:0000,0,
20110528:0100,0,
20110528:0200,0,
20110528:0300,0,
20110528:0400,0,
20110528:0500,0,
20110528:0600,0,
20110528:0700,0,
20110528:0800,0,
20110528:0900,0,
20110528:1000,0,
20110528:1100,44.7,
20110528:1200,144.26,
20110528:1300,252.7,
20110528:1400,435.91,
20110528:1500,356.18,
20110528:1600,700.28,
20110528:1700,559.85,
20110528:1800,593.08,
20110528:1900,453.74,
20110528:2000,466.09,
20110528:2100,234.66,
20110528:2200,34.41,
20110528:2300,0,
20110529:0000,0,
20110529:0100,0,
20110529:0200,0,
20110529:0300,0,
20110529:0400,0,
20110529:0500,0,
20110529:0600,0,
20110529:0700,0,
20110529:0800,0,
20110529:0900,0,
20110529:1000,0,
20110529:1100,35.45,
20110529:1200,117.31,
20110529:1300,313.56,
20110529:1400,291.87,
20110529:1500,612.99,
20110529:1600,696.78,
20110529:1700,579.45,
20110529:1800,430.79,
20110529:1900,496.48,
20110529:2000,380.73,
20110529:2100,129.58,
20110529:2200,8.6,
20110529:2300,0,
20110530:0000,0,
20110530:0100,0,
20110530:0200,0,
20110530:0300,0,
20110530:0400,0,
20110530:0500,0,
20110530:0600,0,
20110530:0700,0,
20110530:0800,0,
20110530:0900,0,
20110530:1000,0,
20110530:1100,40.84,
20110530:1200,140.88,
20110530:1300,182.22,
20110530:1400,435.44,
20110530:1500,521.62,
20110530:1600,581.31,
20110530:1700,428.03,
20110530:1800,722.97,
20110530:1900,655.92,
20110530:2000,474.75,
20110530:2100,276.44,
20110530:2200,78.24,
20110530:2300,0,
20110531:0000,0,
20110531:0100,0,
20110531:0200,0,
20110531:0300,0,
20110531:0400,0,
20110531:0500,0,
20110531:0600,0,
20110531:0700,0,
20110531:0800,0,
20110531:0900,0,
20110531:1000,0,
20110531:1100,29.15,
20110531:1200,142.27,
20110531:1300,132.63,
20110531:1400,188.02,
20110531:1500,375.77,
20110531:1600,467.5,
20110531:1700,459.1,
20110531:1800,230.96,
20110531:1900,141.22,
20110531:2000,92.85,
20110531:2100,78.65,
20110531:2200,30.74,
20110531:2300,0,
20110601:0000,0,
20110601:0100,0,
20110601:0200,0,
20110601:0300,0,
20110601:0400,0,
20110601:0500,0,
20110601:0600,0,
20110601:0700,0,
20110601:0800,0,
20110601:0900,0,
20110601:1000,0,
20110601:1100,0.79,
20110601:1200,28.08,
20110601:1300,130.96,
20110601:1400,246.35,
20110601:1500,299.41,
20110601:1600,88.78,
20110601:1700,326.35,
20110601:1800,354.79,
20110601:1900,165.5,
20110601:2000,347.28,
20110601:2100,225.8,
20110601:2200,65.03,
20110601:2300,0,
20110602:0000,0,
20110602:0100,0,
20110602:0200,0,
20110602:0300,0,
20110602:0400,0,
20110602:0500,0,
20110602:0600,0,
20110602:0700,0,
20110602:0800,0,
20110602:0900,0,
20110602:1000,0,
20110602:1100,35.17,
20110602:1200,103.77,
20110602:1300,295.7,
20110602:1400,403.08,
20110602:1500,339.91,
20110602:1600,463.72,
20110602:1700,540.8,
20110602:1800,513.89,
20110602:1900,443.02,
20110602:2000,397.87,
20110602:2100,237.27,
20110602:2200,25.1,
20110602:2300,0,
20110603:0000,0,
20110603:0100,0,
20110603:0200,0,
20110603:0300,0,
20110603:0400,0,
20110603:0500,0,
20110603:0600,0,
20110603:0700,0,
20110603:0800,0,
20110603:0900,0,
20110603:1000,0,
20110603:1100,41.34,
20110603:1200,141.65,
20110603:1300,246.88,
20110603:1400,426.54,
20110603:1500,483.61,
20110603:1600,578.79,
20110603:1700,599.81,
20110603:1800,577.54,
20110603:1900,475.15,
20110603:2000,334.1,
20110603:2100,172.38,
20110603:2200,53.81,
20110603:2300,0,
20110604:0000,0,
20110604:0100,0,
20110604:0200,0,
20110604:0300,0,
20110604:0400,0,
20110604:0500,0,
20110604:0600,0,
20110604:0700,0,
20110604:0800,0,
20110604:0900,0,
20110604:1000,0,
20110604:1100,41.31,
20110604:1200,112.69,
20110604:1300,279.97,
20110604:1400,369.81,
20110604:1500,428.27,
20110604:1600,32.39,
20110604:1700,64.39,
20110604:1800,252.53,
20110604:1900,407.58,
20110604:2000,213.76,
20110604:2100,191.87,
20110604:2200,114.29,
20110604:2300,0,
20110605:0000,0,
20110605:0100,0,
20110605:0200,0,
20110605:0300,0,
20110605:0400,0,
20110605:0500,0,
20110605:0600,0,
20110605:0700,0,
20110605:0800,0,
20110605:0900,0,
20110605:1000,0,
20110605:1100,44.53,
20110605:1200,141.06,
20110605:1300,283.66,
20110605:1400,322.81,
20110605:1500,366.79,
20110605:1600,528.82,
20110605:1700,388.92,
20110605:1800,393.76,
20110605:1900,660.83,
20110605:2000,537.15,
20110605:2100,360.76,
20110605:2200,27.46,
20110605:2300,0,
20110606:0000,0,
20110606:0100,0,
20110606:0200,0,
20110606:0300,0,
